code,name
01.02.10.43.55.04,"CHLAMYDIA PNEUMONIAE АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН A (IGA) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.55.05,"CHLAMYDIA PNEUMONIAE АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.55.06,"CHLAMYDIA TRACHOMATIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН A (IGA) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.55.07,"CHLAMYDIA TRACHOMATIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН A (IGA)/IGG ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.55.08,"CHLAMYDIA TRACHOMATIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.55.09,"CHLAMYDIA PNEUMONIAE АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.55.10,"CHLAMYDIA TRACHOMATIS АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.55.11,"CHLAMYDIA TRACHOMATIS АНТИГЕНЫ ИВД, НАБОР, ПРЯМОЙ ФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.550,"МНОЖЕСТВЕННЫЕ ФОРМЫ 25-ГИДРОКСИВИТАМИНА D ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.551,МНОЖЕСТВЕННЫЕ ЦИТОКЕРАТИНОВЫЕ ФИЛАМЕНТЫ НИЗКОГО МОЛЕКУЛЯРНОГО ВЕСА ИВД
01.02.10.43.551.01,"МНОЖЕСТВЕННЫЕ ЦИТОКЕРАТИНОВЫЕ ФИЛАМЕНТЫ НИЗКОГО МОЛЕКУЛЯРНОГО ВЕСА ИВД, АНТИТЕЛА"
01.02.10.43.552,"МНОЖЕСТВЕННЫЕ ЦИТОПЛАЗМАТИЧЕСКИЕ АНТИ-НЕЙТРОФИЛЬНЫЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.553,МНОЖЕСТВЕННЫЕ ЭЛЕКТРОЛИТЫ ИВД
01.02.10.43.553.01,"МНОЖЕСТВЕННЫЕ ЭЛЕКТРОЛИТЫ ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.553.02,"МНОЖЕСТВЕННЫЕ ЭЛЕКТРОЛИТЫ ИВД, НАБОР, ИОН-СЕЛЕКТИВНЫЕ ЭЛЕКТРОДЫ"
01.02.10.43.554,МНОЖЕСТВЕННЫЕ ЭНТЕРОВИРУСЫ АНТИТЕЛА ИВД
01.02.10.43.554.01,"МНОЖЕСТВЕННЫЕ ЭНТЕРОВИРУСЫ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, РЕАГЕНТ"
01.02.10.43.554.02,"МНОЖЕСТВЕННЫЕ ЭНТЕРОВИРУСЫ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН А (IGA) ИВД, РЕАГЕНТ"
01.02.10.43.554.03,"МНОЖЕСТВЕННЫЕ ЭНТЕРОВИРУСЫ АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGМ) ИВД, РЕАГЕНТ"
01.02.10.43.555,МНОЖЕСТВЕННЫЙ ИММУНОГЕМАТОЛОГИЧЕСКИЙ ТЕСТ ИВД
01.02.10.43.555.01,"МНОЖЕСТВЕННЫЙ ИММУНОГЕМАТОЛОГИЧЕСКИЙ ТЕСТ ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.556,МНОЖЕСТВЕННЫЙ ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД
01.02.10.43.556.01,"МНОЖЕСТВЕННЫЙ ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, КАЛИБРАТОР"
01.02.10.43.556.02,"МНОЖЕСТВЕННЫЙ ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.557,МОДИФИЦИРОВАННЫЙ ЦИТРУЛЛИНИРОВАННЫЙ ВИМЕНТИН АНТИТЕЛА ИВД
01.02.10.43.557.01,"МОДИФИЦИРОВАННЫЙ ЦИТРУЛЛИНИРОВАННЫЙ ВИМЕНТИН АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.558,МОКСАЛАКТАМ ИВД
01.02.10.43.558.01,МОКСАЛАКТАМ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
01.02.10.43.559,МОКСИФЛОКСАЦИН ИВД
01.02.10.43.559.01,МОКСИФЛОКСАЦИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
01.02.10.43.56,CLOSTRIDIUM ИВД
01.02.10.43.56.01,"CLOSTRIDIUM BOTULINUM АНТИТЕЛА К ТОКСИНУ Е ИВД, РЕАГЕНТ"
01.02.10.43.56.02,"CLOSTRIDIUM TETANI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, РЕАГЕНТ"
01.02.10.43.56.03,"CLOSTRIDIUM TETANI АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.56.04,"CLOSTRIDIUM TETANI/ CORYNEBACTERIUM DIPHTHERIAE АНТИТЕЛА К ТОКСИНАМ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.56.05,"CLOSTRIDIUM DIFFICILE АНТИГЕН ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.56.06,"CLOSTRIDIUM DIFFICILE АНТИГЕН ТОКСИНА А ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.56.07,"CLOSTRIDIUM DIFFICILE НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.56.08,"CLOSTRIDIUM TETANI НУКЛЕИНОВАЯ КИСЛОТА ТОКСИНА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.560,МОНОСПЕЦИФИЧЕСКИЙ ИММУНОГЛОБУЛИН К ЧЕЛОВЕЧЕСКОМУ ГЛОБУЛИНУ ИВД
01.02.10.43.560.01,"МОНОСПЕЦИФИЧЕСКИЙ ИММУНОГЛОБУЛИН М К ЧЕЛОВЕЧЕСКОМУ ГЛОБУЛИНУ ИВД, АНТИТЕЛА"
01.02.10.43.560.02,"МОНОСПЕЦИФИЧЕСКИЙ ИММУНОГЛОБУЛИН G К ГЛОБУЛИНУ ЧЕЛОВЕКА (IGG) ИВД, АНТИТЕЛА"
01.02.10.43.560.03,"МОНОСПЕЦИФИЧЕСКИЙ ИММУНОГЛОБУЛИН А К ЧЕЛОВЕЧЕСКОМУ ГЛОБУЛИНУ ИВД, АНТИТЕЛА"
01.02.10.43.561,"МОРФИН/МЕТАБОЛИТЫ МОРФИНА ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.562,МОЧЕВАЯ КИСЛОТА ИВД
01.02.10.43.562.01,"МОЧЕВАЯ КИСЛОТА ИВД, НАБОР, СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.562.02,"МОЧЕВАЯ КИСЛОТА ИВД, РЕАГЕНТ"
01.02.10.43.562.03,"МОЧЕВАЯ КИСЛОТА ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.562.04,"МОЧЕВАЯ КИСЛОТА ИВД, РЕАГЕНТ (ОТКРЫТЫЕ СИСТЕМЫ)"
01.02.10.43.562.05,"МОЧЕВАЯ КИСЛОТА ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.562.06,"МОЧЕВАЯ КИСЛОТА ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.562.07,"МОЧЕВАЯ КИСЛОТА ИВД, НАБОР, ИОН-СЕЛЕКТИВНЫЕ ЭЛЕКТРОДЫ"
01.02.10.43.562.08,"МОЧЕВАЯ КИСЛОТА ИВД, КАЛИБРАТОР"
01.02.10.43.562.09,"МОЧЕВАЯ КИСЛОТА ИВД, НАБОР, СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ (ОТКРЫТЫЕ СИСТЕМЫ)"
01.02.10.43.563,МОЧЕВИНА ДИФФЕРЕНЦИРУЮЩИЙ ДИСК ИВД
01.02.10.43.564,МОЧЕВИНА/АЗОТ МОЧЕВИНЫ ИВД
01.02.10.43.564.01,"МОЧЕВИНА/АЗОТ МОЧЕВИНЫ ИВД, РЕАГЕНТ"
01.02.10.43.564.02,"МОЧЕВИНА/АЗОТ МОЧЕВИНЫ ИВД, РЕАГЕНТ (ОТКРЫТЫЕ СИСТЕМЫ)"
01.02.10.43.564.03,"МОЧЕВИНА/АЗОТ МОЧЕВИНЫ ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.564.04,"МОЧЕВИНА/АЗОТ МОЧЕВИНЫ ИВД, НАБОР, ИОН-СЕЛЕКТИВНЫЕ ЭЛЕКТРОДЫ"
01.02.10.43.564.05,"МОЧЕВИНА/АЗОТ МОЧЕВИНЫ ИВД, КАЛИБРАТОР"
01.02.10.43.565,МОЮЩИЕ/ЧИСТЯЩИЕ РАСТВОРЫ ИВД
01.02.10.43.565.01,"МОЮЩИЙ/ЧИСТЯЩИЙ РАСТВОР ИВД, ДЛЯ АВТОМАТИЗИРОВАННЫХ / ПОЛУАВТОМАТИЗИРОВАННЫХ СИСТЕМ"
01.02.10.43.565.02,"МОЮЩИЙ/ЧИСТЯЩИЙ РАСТВОР ИВД, ДЛЯ РУЧНОГО ОБОРУДОВАНИЯ"
01.02.10.43.565.03,"МОЮЩИЙ/ЧИСТЯЩИЙ РАСТВОР ИВД, ДЛЯ АВТОМАТИЗИРОВАННЫХ / ПОЛУАВТОМАТИЗИРОВАННЫХ СИСТЕМ (ОТКРЫТЫЕ СИСТЕМЫ)"
01.02.10.43.566,МРЗС ДЕТЕКЦИЯ НУКЛЕИНОВЫХ КИСЛОТ ИВД
01.02.10.43.566.01,"МРЗС ДЕТЕКЦИЯ НУКЛЕИНОВЫХ КИСЛОТ ИВД, РЕАГЕНТ"
01.02.10.43.567,МРЗС НУКЛЕИНОВЫЕ КИСЛОТЫ ИЗОЛЯТА КУЛЬТУРЫ ИВД
01.02.10.43.567.01,"МРЗС НУКЛЕИНОВЫЕ КИСЛОТЫ ИЗОЛЯТА КУЛЬТУРЫ ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.568,МУКОВИСЦИДОЗ (КИСТОЗНЫЙ ФИБРОЗ) ИВД
01.02.10.43.568.01,"МУКОВИСЦИДОЗ (КИСТОЗНЫЙ ФИБРОЗ) ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.569,МУПИРОЦИН ИВД
01.02.10.43.569.01,МУПИРОЦИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
01.02.10.43.57,COCCIDIOIDES IMMITIS ИВД
01.02.10.43.57.01,"COCCIDIOIDES IMMITIS ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.570,МУТАЦИЯ ГЕНА ИВД
01.02.10.43.570.01,"МУТАЦИЯ V600 В ГЕНЕ ВRAF ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.570.02,"МУТАЦИЯ ГЕНА KRAS ИВД, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ ИВД"
01.02.10.43.570.03,"МУТАЦИЯ ГЕНА РЕЦЕПТОРА ЭПИДЕРМАЛЬНОГО ФАКТОРА РОСТА/ЭКСПРЕССИЯ МРНК ИВД, ЗОНД"
01.02.10.43.570.04,"МУТАЦИЯ ГЕНА NRAS ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.571,МУЦИКАРМИН КРАСИТЕЛЬ ИВД
01.02.10.43.571.01,"МУЦИКАРМИН КРАСИТЕЛЬ ИВД, НАБОР"
01.02.10.43.572,МУЦИН ИВД
01.02.10.43.572.01,"МУЦИН ИВД, НАБОР, ИММУНОГИСТОХИМИЧЕСКАЯ РЕАКЦИЯ С ФЕРМЕНТАТИВНОЙ МЕТКОЙ"
01.02.10.43.572.02,"МУЦИН ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.573,МЫШЕЧНОСПЕЦИФИЧЕСКИЙ АЛЬФА/ГАММА АКТИН ИВД
01.02.10.43.573.01,"МЫШЕЧНОСПЕЦИФИЧЕСКИЙ АЛЬФА/ГАММА АКТИН ИВД, АНТИТЕЛА"
01.02.10.43.574,НАБОР БУЛЬОНОВ ДЛЯ ГЕМОКУЛЬТУРЫ ИВД
01.02.10.43.575,НАБОР ДЛЯ ОПРЕДЕЛЕНИЯ КОНЦЕНТРАЦИИ ГЕМОГЛОБИНА ЦИАНМЕТГЕМОГЛОБИНОВЫМ МЕТОДОМ
01.02.10.43.576,НАБОР ДЛЯ ОПРЕДЕЛЕНИЯ ЧУВСТВИТЕЛЬНОСТИ БАКТЕРИЙ К МНОЖЕСТВУ АНТИБАКТЕРИАЛЬНЫХ ПРЕПАРАТОВ ИВД
01.02.10.43.577,НАБОР ДЛЯ ОПРЕДЕЛЕНИЯ ЭНДОТОКСИНОВ
01.02.10.43.578,НАБОР ДЛЯ ЭКСТРАКЦИИ/ИЗОЛЯЦИИ НУКЛЕИНОВЫХ КИСЛОТ ИВД
01.02.10.43.579,НАЛИДИКСОВАЯ КИСЛОТА ИВД
01.02.10.43.579.01,НАЛИДИКСОВАЯ КИСЛОТА ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
01.02.10.43.58,CORYNEBACTERIUM DIPHTHERIAE ИВД
01.02.10.43.58.01,"CORYNEBACTERIUM DIPHTHERIAE АНТИГЕН ТОКСИНА ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.58.02,"CORYNEBACTERIUM DIPHTHERIAE АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, РЕАГЕНТ"
01.02.10.43.58.03,"CORYNEBACTERIUM DIPHTHERIAE АНТИТЕЛА К ТОКСИНУ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.580,НАСОС ВЫСОКОЭФФЕКТИВНОГО ЖИДКОСТНОГО ХРОМАТОГРАФА ИВД
01.02.10.43.581,НАТИВНАЯ ДНК ИВД
01.02.10.43.581.01,"НАТИВНАЯ ДНК ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.582,"НАТРИЕВЫЙ ЭЛЕКТРОД, ИВД"
01.02.10.43.583,НАТРИЙ (NA+) ИВД
01.02.10.43.583.01,"НАТРИЙ (NA+) ИВД, НАБОР, ИОН-СЕЛЕКТИВНЫЕ ЭЛЕКТРОДЫ"
01.02.10.43.583.02,"НАТРИЙ (NA+) ИВД, РЕАГЕНТ"
01.02.10.43.583.03,"НАТРИЙ (NA+) ИВД, НАБОР, ИОН-СЕЛЕКТИВНЫЕ ЭЛЕКТРОДЫ (ОТКРЫТЫЕ СИСТЕМЫ)"
01.02.10.43.583.04,"НАТРИЙ (NA+) ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.584,НАТРИЯ ПОЛИАНЕТОЛ СУЛЬФОНАТ (НПС) ДИФФЕРЕНЦИРУЮЩИЙ ДИСК ИВД
01.02.10.43.585,"НАТРИЯ ТИОСУЛЬФАТ, РАСТВОР ИВД"
01.02.10.43.586,НЕЙРОНСПЕЦИФИЧЕСКАЯ ЕНОЛАЗА ИВД
01.02.10.43.586.01,"НЕЙРОНСПЕЦИФИЧЕСКАЯ ЕНОЛАЗА ИВД, АНТИТЕЛА"
01.02.10.43.586.02,"НЕЙРОНСПЕЦИФИЧЕСКАЯ ЕНОЛАЗА ИВД, НАБОР, РАДИОИММУННЫЙ АНАЛИЗ (РИА)"
01.02.10.43.586.03,"НЕЙРОНСПЕЦИФИЧЕСКАЯ ЕНОЛАЗА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.587,НЕЙТРАЛЬНЫЙ КРАСНЫЙ РАСТВОР ИВД
01.02.10.43.588,НЕЙТРОФИЛЬНЫЙ ЖЕЛАТИНАЗА- АССОЦИИРОВАННЫЙ ЛИПОКАЛИН ИВД
01.02.10.43.588.01,"НЕЙТРОФИЛЬНЫЙ ЖЕЛАТИНАЗА- АССОЦИИРОВАННЫЙ ЛИПОКАЛИН ИВД, РЕАГЕНТ"
01.02.10.43.588.02,"НЕЙТРОФИЛЬНЫЙ ЖЕЛАТИНАЗА- АССОЦИИРОВАННЫЙ ЛИПОКАЛИН, ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.588.03,"НЕЙТРОФИЛЬНЫЙ ЖЕЛАТИНАЗА- АССОЦИИРОВАННЫЙ ЛИПОКАЛИН ИВД, КАЛИБРАТОР"
01.02.10.43.588.04,"НЕЙТРОФИЛЬНЫЙ ЖЕЛАТИНАЗА- АССОЦИИРОВАННЫЙ ЛИПОКАЛИН ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ"
01.02.10.43.588.05,"НЕЙТРОФИЛЬНЫЙ ЖЕЛАТИНАЗА- АССОЦИИРОВАННЫЙ ЛИПОКАЛИН ИВД, РЕАГЕНТ (ОТКРЫТЫЕ СИСТЕМЫ)"
01.02.10.43.589,НЕКОНЪЮГИРОВАННЫЕ ВТОРИЧНЫЕ АНТИТЕЛА ДЛЯ ИММУНОГИСТОХИМИИ ИВД
01.02.10.43.59,COX-2 ИВД
01.02.10.43.59.01,"COX-2 ИВД, АНТИТЕЛА"
01.02.10.43.590,НЕНАСЫЩЕННАЯ ЖЕЛЕЗОСВЯЗЫВАЮЩАЯ СПОСОБНОСТЬ ИВД
01.02.10.43.590.01,"НЕНАСЫЩЕННАЯ ЖЕЛЕЗОСВЯЗЫВАЮЩАЯ СПОСОБНОСТЬ ИВД, РЕАГЕНТ"
01.02.10.43.590.02,"НЕНАСЫЩЕННАЯ ЖЕЛЕЗОСВЯЗЫВАЮЩАЯ СПОСОБНОСТЬ ИВД, НАБОР, СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.590.03,"НЕНАСЫЩЕННАЯ ЖЕЛЕЗОСВЯЗЫВАЮЩАЯ СПОСОБНОСТЬ ИВД, КАЛИБРАТОР"
01.02.10.43.591,НЕОНАТАЛЬНЫЙ ТИРЕОТРОПНЫЙ ГОРМОН (НЕОНАТАЛЬНЫЙ ТТГ) ИВД
01.02.10.43.591.01,"НЕОНАТАЛЬНЫЙ ТИРЕОТРОПНЫЙ ГОРМОН (НЕОНАТАЛЬНЫЙ ТТГ) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.591.02,"НЕОНАТАЛЬНЫЙ ТИРЕОТРОПНЫЙ ГОРМОН (НЕОНАТАЛЬНЫЙ ТТГ) ИВД, РЕАГЕНТ"
01.02.10.43.592,НЕОНАТАЛЬНЫЙ ТИРОКСИН (НЕОНАТАЛЬНЫЙ Т4) ИВД
01.02.10.43.592.01,"НЕОНАТАЛЬНЫЙ ТИРОКСИН (НЕОНАТАЛЬНЫЙ Т4) ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.593,НЕОНАТАЛЬНЫЙ ТРИПСИН ИВД
01.02.10.43.593.01,"НЕОНАТАЛЬНЫЙ ТРИПСИН ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ"
01.02.10.43.593.02,"НЕОНАТАЛЬНЫЙ ТРИПСИН ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ (ОТКРЫТЫЕ СИСТЕМЫ)"
01.02.10.43.594,НЕОПТЕРИН ИВД
01.02.10.43.594.01,"НЕОПТЕРИН ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.595,НЕОРГАНИЧЕСКИЙ ФОСФАТ (PO43-) ИВД
01.02.10.43.595.01,"НЕОРГАНИЧЕСКИЙ ФОСФАТ (PO43-) ИВД, КАЛИБРАТОР"
01.02.10.43.595.02,"НЕОРГАНИЧЕСКИЙ ФОСФАТ (PO43-) ИВД, РЕАГЕНТ"
01.02.10.43.596,НЕСПЕЦИФИЧЕСКАЯ ЭСТЕРАЗА МЕТОД ОКРАШИВАНИЯ ИВД
01.02.10.43.596.01,"НЕСПЕЦИФИЧЕСКАЯ ЭСТЕРАЗА МЕТОД ОКРАШИВАНИЯ ИВД, НАБОР"
01.02.10.43.597,НЕТИЛМИЦИН ИВД
01.02.10.43.597.01,"НЕТИЛМИЦИН ТЕРАПЕВТИЧЕСКИЙ ЛЕКАРСТВЕННЫЙ МОНИТОРИНГ ИВД, РЕАГЕНТ"
01.02.10.43.597.02,НЕТИЛМИЦИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
01.02.10.43.598,НЕФЕЛОМЕТР МИКРОБИОЛОГИЧЕСКИЙ ИВД
01.02.10.43.599,НИГРОЗИНА РАСТВОР ИВД
01.02.10.43.60,COXIELLA BURNETII ИВД
01.02.10.43.60.01,"COXIELLA BURNETII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.60.02,"COXIELLA BURNETII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН M (IGM) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.60.03,"COXIELLA BURNETII НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.600,НИТРАТ СЕРЕБРА
01.02.10.43.600.01,"НИТРАТ СЕРЕБРА, РАСТВОР ИВД"
01.02.10.43.601,НИТРОФУРАНТОИН ИВД
01.02.10.43.601.01,НИТРОФУРАНТОИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
01.02.10.43.602,НОВОБИОЦИН ИВД
01.02.10.43.602.01,НОВОБИОЦИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
01.02.10.43.603,НОРАДРЕНАЛИН (НОРЭПИНЕФРИН) ИВД
01.02.10.43.603.01,"НОРАДРЕНАЛИН (НОРЭПИНЕФРИН) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.604,НОРОВИРУС ИВД
01.02.10.43.604.01,"НОРОВИРУС АНТИГЕНЫ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.604.02,"НОРОВИРУС НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ (NAT)"
01.02.10.43.605,НОРТРИПТИЛИН ИВД
01.02.10.43.605.01,"НОРТРИПТИЛИН ИВД, РЕАГЕНТ"
01.02.10.43.606,НОРФЛОКСАЦИН ИВД
01.02.10.43.606.01,НОРФЛОКСАЦИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД
01.02.10.43.607,НУКЛЕИНОВЫЕ КИСЛОТЫ МНОЖЕСТВЕННЫХ ВИДОВ MYCOPLASMA ИВД
01.02.10.43.607.01,"НУКЛЕИНОВЫЕ КИСЛОТЫ МНОЖЕСТВЕННЫХ ВИДОВ MYCOPLASMA ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ"
01.02.10.43.608,НУКЛЕОСОМАЛЬНЫЕ АНТИТЕЛА ИВД
01.02.10.43.608.01,"НУКЛЕОСОМАЛЬНЫЕ АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.609,ОБЩАЯ АМИЛАЗА ИВД
01.02.10.43.609.01,"ОБЩАЯ АМИЛАЗА ИВД, РЕАГЕНТ"
01.02.10.43.609.02,"ОБЩАЯ АМИЛАЗА ИВД, РЕАГЕНТ (ОТКРЫТЫЕ СИСТЕМЫ)"
01.02.10.43.609.03,"ОБЩАЯ АМИЛАЗА ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ"
01.02.10.43.61,CRYPTOSPORIDIUM SPP. ИВД
01.02.10.43.61.01,"CRYPTOSPORIDIUM SPP. АНТИГЕНЫ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА)"
01.02.10.43.61.02,"CRYPTOSPORIDIUM SPP. АНТИГЕНЫ ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ"
01.02.10.43.610,ОБЩАЯ АСПАРТАТАМИНОТРАНСФЕРАЗА ИВД
